id, seller_username, seller_address, buyer_username, buyer_address, amount, time
16,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,MightyMaxy,0xbda4d3bd8d6875fdfc0a9a07f8768047cf858221,32602000000000000000,2021-10-28T14:02:31
16,NaPalm15,0x8e9714bce0cff0b54e22faf54f970dd7d58adc3a,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,740000000000000000,2021-05-04T14:30:06
16,DMNets,0x09b652cf4fc6da0095f0ed82cdc866a5f4b494c7,NaPalm15,0x8e9714bce0cff0b54e22faf54f970dd7d58adc3a,1200000000000000000,2021-05-02T14:43:07
18,1sadboi1,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,GodsPerspective,0xf278b687d9d41debdd34b4d4b3eebfd8bc198df3,18000000000000000000,2021-06-26T07:34:16
18,FedKassad,0xa6f4fa9840aa6825446c820af6d5eccf9f78ba05,1sadboi1,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,4990000000000000000,2021-05-03T18:09:06
18,wsavas,0x403afdf9ea925d3b48e719a44610da1679a57651,FedKassad,0xa6f4fa9840aa6825446c820af6d5eccf9f78ba05,1000000000000000000,2021-05-02T23:57:49
19,Framed_Punks,0xc3fbc3f485f0d9b0bd21b13a4aaa8340160156cb,Bucks,0xbe8855b53b448c02ae5ad6d388121c933e5ba486,1500000000000000000,2021-05-28T12:49:58
20,FoxThePunkVault,0xc3d6e933b2ced203bb1ae344d009849c686161f5,bayc20,0x53c582b9431abef3f6513a136443e9304c2c21b2,36400000000000000000,2021-11-10T21:54:30
20,,0x2e67a11c67ea02d088e624d4575df440bfb6b09e,FoxThePunk,0xc0920e14d6652ce91d322a181c521baa75a275da,17750000000000000000,2021-08-06T14:18:56
20,Algernon,0xdff71a881a17737b6942fe1542f4b88128ea57d8,,0xedbe2e006994bf664fabda498123948ca50b6059,5470000000000000000,2021-07-15T15:42:19
22,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,,0x2ea859e47c5c78fa830033786bfdee7bf8f23d25,7990000000000000000,2021-07-26T19:42:11
22,0xcollector,0x45be6d109ae2ac85273a2d566b3559a961203c67,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,2000000000000000000,2021-05-31T13:27:06
23,,0x7f8b0457941ea2dfa8d806c008935a1c0dcdf3ec,Mus1tieVault,0x73d855f11cbc037966439570cdf99fcb96057827,289000000000000000000,2022-01-09T00:22:15
23,IDK2000,0xa0fec1a6b8453873041c7529906de5c1acc1b26a,PsyRen,0xf7ee6c2f811b52c72efd167a1bb3f4adaa1e0f89,23000000000000000000,2021-06-03T13:40:17
23,PeteSherpa,0x373bee4f38554fb4f2ecbd47bd03d80a48806643,IDK2000,0xa0fec1a6b8453873041c7529906de5c1acc1b26a,2000000000000000000,2021-05-27T16:42:50
25,Aladdin,0x4d7bd6b18ffe526c901aec3c7a2b564bd2c376d5,,0x8af3b92c94b84f06518d94e4c00b7a30c5c4c1bb,630000000000000000,2021-05-24T18:27:20
25,FriendlyApeWhale,0x1411e65f90b43cdf3008d7075e50ed4b1ce9ed5c,Aladdin,0x4d7bd6b18ffe526c901aec3c7a2b564bd2c376d5,900000000000000000,2021-05-04T19:50:47
25,BillyMcSmithers,0xe77aa37e6c61f2d526c0a4f3ebc0ac40e11bf490,FriendlyApeWhale,0x1411e65f90b43cdf3008d7075e50ed4b1ce9ed5c,425000000000000000,2021-05-03T16:31:23
28,Raturi29,0x822a16309a9ee40f15e196898f11a010ecb1c963,ckm_215,0xb20b93921640007f1d752d3f5f44a267ab3f67b2,69690000000000000000,2021-12-10T00:00:22
29,jackmaschka,0x90f3146fa0e9e2056bbe383ecd2ff5864eaa78c5,justin-delaney,0xed8b0bf8f7185f3665fd5757755277a19bab8ff8,150000000000000000000,2022-01-27T22:07:43
29,Brulik,0x6f8d29c94c7b196c5e53137ee97be32d3136b413,Cryptobeanz_Deployer,0x0b742783bfac8d4b6d332e5d1b63f433fcd8c0a0,129000000000000000,2021-05-01T10:18:48
31,JSchlade,0x262d2d9e337f1e97891103c8d8df9744db9dbb5b,ApeShop2,0xe8df15b815062f7a2516bb5d4178eb9c8d9ae552,39690000000000000000,2021-08-11T01:03:34
32,Genomic,0xce9000536c859b6807c3986b03b73b54e8747cdf,7f71dd,0xfc840af78a496b52e378dfa94838402e1b7f71dd,2500000000000000000,2021-05-02T23:24:48
33,Cryptobeanz_Deployer,0x0b742783bfac8d4b6d332e5d1b63f433fcd8c0a0,bochan228,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,3330000000000000000,2021-06-07T10:34:04
33,ChewieShotFirst,0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,Cryptobeanz_Deployer,0x0b742783bfac8d4b6d332e5d1b63f433fcd8c0a0,160000000000000000,2021-04-30T12:38:59
34,ChewieShotFirst,0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00,bochan228,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,450000000000000000,2021-05-01T11:36:57
35,ChewieShotVault,0x8163cceec5de6b788762051a175fdbd4b2a4466d,MC_WGMI,0xaede560f293199aeb5f5dfd9fbb8c8b1e20ff62d,40000000000000000000,2021-08-21T00:02:36
36,,0x90b6539874e8ef189b7613cbcf3f07a694ce4e91,zincity_eth,0x2d2e04e8d67058a71fbb8a98baeb9c72da1dad87,59110000000000000000,2021-12-30T05:38:53
36,tipalink,0xb3507d80845c18c199d5cfdd92a9a5310d0076aa,,0x90b6539874e8ef189b7613cbcf3f07a694ce4e91,35950000000000000000,2021-10-27T06:32:32
36,HuskyTheCollector,0xdb4df088e85e5d66d2d2ab451d5ead618c124305,Rollbit,0x46dca395d20e63cb0fe1edc9f0e6f012e77c0913,39850000000000000000,2021-09-20T10:00:41
37,nonfungiblehvman,0xc10e5adb9ee59f1b7bed593f91df8b2e7637fc3b,,0xc2720997ea2ea9baad61e8f7de8ca3b5a1bbe1b3,55000000000000000000,2021-08-30T14:46:54
37,X-Ape,0x8418a464f0f51c958d1b57a5fb88d1a9896e8232,NonFungibleHuman,0x7044b3fbbc4157fd5d3f97c188458a99e0ee43cd,7800000000000000000,2021-07-31T18:38:47
37,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,X-Ape,0x8418a464f0f51c958d1b57a5fb88d1a9896e8232,6880000000000000000,2021-07-26T15:36:55
37,JohnACW,0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,1500000000000000000,2021-06-03T18:57:45
38,macknetica,0xcf673998596705f7c79d9771399fde2cc27f3b62,f444f,0xcafcf4a6994d4747d50a437e1569d90fb5c3f1cf,1800000000000000000,2021-06-05T17:57:44
38,JohnACW,0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804,macknetica,0xcf673998596705f7c79d9771399fde2cc27f3b62,1500000000000000000,2021-05-31T06:39:33
39,sen69,0xc9ff792d842ce164478d810437834725e4aa330e,Odogwu69,0x202668270988b29d5ec4008d071cf95d6a73c080,80000000000000000000,2022-01-14T23:24:57
39,ODJ245,0x6f017d33017d9b185443ae1ebfd634feda7bc42b,,0xa0b6a11a2a10c8bec8c3a123fbc9c185a58d1ab5,40000000000000000000,2021-08-28T01:26:31
40,AlexKongz,0xa85f0bd039bd6ca4708b72150e29c68642cc3635,crk10,0x9b059f4d2199e73aa86f8938167a1a6067474cf4,16100000000000000000,2021-08-11T00:58:52
40,0xWave,0x33569c101562e1faf5b24581057e5cee4c8288d7,AlexKongz,0xa85f0bd039bd6ca4708b72150e29c68642cc3635,14250000000000000000,2021-08-04T16:12:24
41,BitcoinerBaby,0xbfe499971774569c2abe6792aa160a8f7ef00987,pgerber,0xf7838c101dd142abff1b612bd4da21b21e43721f,44500000000000000000,2021-09-09T01:14:02
41,,0x8b0c8c18993a31f57e60d81761f532ef14633153,BitcoinerBaby,0xbfe499971774569c2abe6792aa160a8f7ef00987,51000000000000000000,2021-08-31T03:10:35
42,BabyApe,0x0d37e5f120a8384a32b6b579c1389a3eb5a82899,nulladdressxxxxxx,0x5e13d49257f9e665c900eebd8d96042507709838,7000000000000000000,2021-06-15T15:58:15
42,,0x77b75fbf5a53d1831204fe431b954f383b18b538,Crypto-Tiger,0x4c6b83ca1c59781fab57790a46281bbd93e539fe,2850000000000000000,2021-05-09T15:38:25
43,sharrpp,0xd27b7c6bd93f604bcd3497565f023652c2d13ce0,VanShoovl,0x2bf7a0f0710a291d888c613e278bd2cb0e862470,65000000000000000000,2021-12-29T18:26:50
43,,0xdd400a7ecc899c5cf2d4fd9600f4212eb7722c8a,sharrpp,0xd27b7c6bd93f604bcd3497565f023652c2d13ce0,53000000000000000000,2021-12-05T07:08:57
43,VISION-2022,0xb69957f3ad499c97e08e4f120d8a6c7f981572b2,,0xdd400a7ecc899c5cf2d4fd9600f4212eb7722c8a,54950000000000000000,2021-08-28T15:40:43
43,0xrodney,0xa1da1e23739e84e4c34b0a85faf4ddcc84fcaaa9,VISION-2022,0xb69957f3ad499c97e08e4f120d8a6c7f981572b2,49690000000000000000,2021-08-28T14:18:02
43,Chainwerks,0x9566e577d78a7b21d8c71e3220d8275fb835c1f3,0xrodney,0xa1da1e23739e84e4c34b0a85faf4ddcc84fcaaa9,38000000000000000000,2021-08-26T20:59:54
43,,0x79e25a6b59697366787cd6a6953c517a958e7de8,Chainwerks,0x9566e577d78a7b21d8c71e3220d8275fb835c1f3,640000000000000000,2021-05-29T14:57:07
44,zariat,0x16ffe3938b69132c72a5b0250708792db72971b4,0xAaa,0xaaa599b7a81e76a49e1b39938185a82371440b41,7000000000000000000,2021-07-15T13:56:47
44,Kiwi,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,zariat,0x16ffe3938b69132c72a5b0250708792db72971b4,350000000000000000,2021-05-01T09:50:24
45,TraderRob,0x637ca6e9282f042383bf6cd6c70ec12963f451df,iLoveYouMum,0x7f1f6b45e3a4189c240e8285ebefe0e084845f10,34690000000000000000,2021-11-12T16:47:32
45,Kiwi,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,Cubsfan333,0x219b339b0a500c9d36d9a8ed4020f98fc12bd2e6,1200000000000000000,2021-06-02T23:31:21
48,Kiwi,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,200000000000000000,2021-05-01T08:47:59
49,Kiwi,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,latigid,0x74ec638d8e82ab4e7aacac77ef47a49e735ca7dd,800000000000000000,2021-05-01T23:47:34
50,Dfarmer,0xea39c551834d07ee2ee87f1ceff843c308e089af,hyperspaceZ,0xca3be8fcc0bb1e966aad0fb5705ba11b517bd219,90000000000000000000,2021-09-01T03:38:37
50,cryptopainter_secretvault2,0x4fbc2a9947ed229b219633fad380bf1cf407073b,Dfarmer,0xea39c551834d07ee2ee87f1ceff843c308e089af,15000000000000000000,2021-08-03T21:51:09
50,KaasieKaas,0xce1599327c6cb91c98f876ccc4666869e4862357,CryptoPainter_vault,0x195fce941ae0c972b8dc814d2059537b67f14038,1000000000000000000,2021-05-06T18:16:30
51,12f31,0xdea221515cce76dc4454b68c4918603dffa12f31,inflame,0xec46dd165ee2d4af460a9c3d01b5a4c9516c9c3f,123450000000000000000,2022-01-30T23:46:14
51,newboredlife,0x93f36c4d96ad96747809514786a920703a8c2a3e,0efe,0x3e275ddf0b02dc4626deba238d175295064c0efe,48880000000000000000,2021-09-03T19:39:04
51,R1c2,0xd44fe5724dd7aa35c96d51861f4ca33069fac33a,lovelybones,0x4d151da132833514ed0f6636fe14915ad59718ce,3800000000000000000,2021-06-09T21:08:33
51,1sadboi1,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,R1c2,0xd44fe5724dd7aa35c96d51861f4ca33069fac33a,2000000000000000000,2021-06-04T07:50:57
51,KaasieKaas,0xce1599327c6cb91c98f876ccc4666869e4862357,1sadboi1,0x3d6a89c8751a45dd577a4c1f3b34e71c58236193,1000000000000000000,2021-05-04T08:41:04
52,KaasieKaas,0xce1599327c6cb91c98f876ccc4666869e4862357,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,3000000000000000000,2021-05-05T20:05:40
53,KaasieKaas,0xce1599327c6cb91c98f876ccc4666869e4862357,ImMilton,0x19c411ff9e5711c7ae393e4f37e52f5d791a2e85,1000000000000000000,2021-06-01T17:56:44
54,Marco_vault,0x2c83484b7998b0374a033aa0a7af42de2e325c93,redactedtroll,0xd923d1091e40870c10e983f82b9a07ac64940853,8870000000000000000,2021-08-01T06:17:11
54,theveryboredape,0x9c3a559e9f091a11b7c49be74e0ce9592d93775c,AxelLim,0x3b13b30d4bcf56146f163747b20856a5b85468a3,2300000000000000000,2021-06-16T11:05:27
54,KaasieKaas,0xce1599327c6cb91c98f876ccc4666869e4862357,theveryboredape,0x9c3a559e9f091a11b7c49be74e0ce9592d93775c,450000000000000000,2021-05-04T11:21:57
55,Mkimbs,0x6b32ae7f5db70749543ce0cd4932abbc501a7f6f,Dogevault,0x944fdea9d4956ce673c7545862cefccad6ee1b04,40000000000000000000,2021-08-21T01:18:11
55,sBinnala,0xc1c5488fa742b23c486f52070dc320a39911c6bc,Mkimbs,0x6b32ae7f5db70749543ce0cd4932abbc501a7f6f,23000000000000000000,2021-08-17T00:05:24
56,,0xe3bcf777a72f265b6ea88147b4b7f4b0f2ccab8c,Chris-the-great,0x2ad9a8b7800835c9d25103ddf62a4b7c3ffa2df2,51800000000000000000,2021-11-17T23:47:20
56,,0x240c93c0edcd9cfe67f21f11db10f8331e8356aa,,0xe3bcf777a72f265b6ea88147b4b7f4b0f2ccab8c,50000000000000000000,2021-11-17T02:44:48
56,oilman,0x50b5ef5c0b2d65785e7a69a0e711c742b34b36e3,,0x240c93c0edcd9cfe67f21f11db10f8331e8356aa,44100000000000000000,2021-11-15T23:48:08
56,MVRCK,0x0412407d89387905a4a4e06a95767d5f1aaec84a,oilman,0x50b5ef5c0b2d65785e7a69a0e711c742b34b36e3,40000000000000000000,2021-09-29T13:29:02
56,SquiggleCat_Holdings,0x1acf3e6e5fb8f5d53469c15b48550bbcfeb22bfc,Jacobran,0xfa4880e458309515c1d9129560bec4ab397811ba,250000000000000000,2021-05-01T18:00:30
58,KaKaVault,0xb50edc59d7554d21a5a16b5a128bfcaf1279f2f0,RST_NFT,0x4eb5bd1c8cb026bc93d1021aab493a448fb4d5c2,88000000000000000000,2022-01-18T15:29:13
58,the_king,0x343f18e39ab281bdd574834be26b32f3c75f42dc,0x05db3,0x05db3b64e81f33e955fb8ab72eb02c798a5b4620,5000000000000000000,2021-06-22T06:23:26
59,FrogBayou,0x55779f340029eaf6814e980fb2ee93d0f82a91ee,,0xfd2bd22f13548601f26dc521ebfdcfcb91d46de9,5888000000000000000,2021-07-15T15:53:02
59,DrBurry_6,0x6165d76626a9dda47e9c7e316533f47b2d641ab8,FrogBayou,0x55779f340029eaf6814e980fb2ee93d0f82a91ee,1689900000000000000,2021-06-15T00:11:53
59,,0x881cad3d12f8bf32eded4820f27d88c7245a5396,DrBurry_6,0x6165d76626a9dda47e9c7e316533f47b2d641ab8,1300999999999999500,2021-06-14T22:50:49
61,yts1997,0x0d82ebc0e779aa73a0eb899252f9d83167872903,WGMI_Vault,0x054b2d6cafa4ad47e80c913217304bb9af29c306,35000000000000000000,2021-08-24T17:58:50
61,Cubsfan333,0x219b339b0a500c9d36d9a8ed4020f98fc12bd2e6,yts1997,0x0d82ebc0e779aa73a0eb899252f9d83167872903,16690000000000000000,2021-08-17T14:33:16
61,lauza,0x09dc9457239c7fc725fad106b568edc30f20393a,Cubsfan333,0x219b339b0a500c9d36d9a8ed4020f98fc12bd2e6,2300000000000000000,2021-06-08T09:54:00
61,ItShouldBeOk,0x2db3d4df23069a937ddd42f5fb5cab24032ca007,lauza,0x09dc9457239c7fc725fad106b568edc30f20393a,720000000000000000,2021-05-30T18:40:51
61,ETH_Nick_2nd_Account,0x7d8673f294f1ddc2e703a01af3205fb98a984a58,ItShouldBeOk,0x2db3d4df23069a937ddd42f5fb5cab24032ca007,200000000000000000,2021-05-18T23:01:07
61,felipewithf,0xeac5781e7ca68f1c7b6ebe854901e427049d0ab5,ETH_Nick_2nd_Account,0x7d8673f294f1ddc2e703a01af3205fb98a984a58,490000000000000000,2021-05-02T19:53:59
62,0xdCA4,0xdca46a0d1bf487aaca3013253dafd6e41806522c,DALAJI,0x84ca79ded76700a1d3cf2a0f1c96d1caf9dc6b5f,44000000000000000000,2021-11-26T12:29:09
62,jeffkcollins,0x5e6975dd6d81f76872f094e0c595927e58832332,k9krew,0x584adf4fecef9dba129f46b19d13fe70e5ac74fc,440000000000000000,2021-05-04T22:54:21
62,0xLERBZ,0x571e56a49840474fe116794154e8c5cc5a2fabb9,jeffkcollins,0x5e6975dd6d81f76872f094e0c595927e58832332,350000000000000000,2021-05-03T00:50:40
64,B8Eight,0xff69ff242fa1690c9c9201446aa973517d4977fa,Ray_Vault,0x4c89db12a2dbc077c41100df96f40dc858ed82ab,47000000000000000000,2021-09-15T15:26:48
64,MightyMaxy1,0x50ad3e17a73b4847ded97794ed6dd999277325c1,Zba,0xd7627772848a266d55a2607c5e48c2e5a79951de,3240000000000000000,2021-07-05T01:46:23
64,gen0xvault,0xeca9c66692bb06d64e0289042409c69289c67c23,MightyMaxy1,0x50ad3e17a73b4847ded97794ed6dd999277325c1,2610000000000000000,2021-07-04T12:18:21
65,jeffkcollins,0x5e6975dd6d81f76872f094e0c595927e58832332,,0x66d89b94ca219fbcb04836b99707791082fa4b6d,550000000000000000,2021-05-04T03:10:23
65,zariat,0x16ffe3938b69132c72a5b0250708792db72971b4,jeffkcollins,0x5e6975dd6d81f76872f094e0c595927e58832332,300000000000000000,2021-05-04T00:17:48
66,FedUp,0x5080fda2a93078ded890d8591aebcea7f345c492,yumyumdimsum,0xe40a84f18dd4e55aa57d8c3973ff5cf57ab3c521,1020000000000000000,2021-05-02T13:09:03
67,lees_vault,0x92158120bad37251c6c845c1a9e399bece66cf44,RulaPC,0x58238fb14327505e8e4cf41d6e3ec2b8c25a4be4,130000000000000000000,2022-01-31T17:06:42
67,chasej24,0xbf98b2b8e292f743643a8dc6b505c45e52d66238,la_da_kid,0xa2d6c814541dd5f5099db9282936a6724b8659dd,9240000000000000000,2021-08-01T02:56:18
67,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,chasej24,0xbf98b2b8e292f743643a8dc6b505c45e52d66238,6670000000000000000,2021-07-16T22:52:00
67,0xCc9Fc7,0xcc9fc78cbf33de3bf28456a5ae462f5df5e837c5,VivekR,0xd559eb2bdf862d7a82d716050d56599f03ef44e7,4970000000000000000,2021-06-26T22:38:58
67,DrBurry_1,0x9048d24577d4c4bbf14f1020f20640b334f8c762,brucethegoose,0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,699900000000000000,2021-05-03T18:58:41
67,FedUp,0x5080fda2a93078ded890d8591aebcea7f345c492,DrBurry_1,0x9048d24577d4c4bbf14f1020f20640b334f8c762,455000000000000070,2021-05-03T15:56:34
68,BraveNewWorld,0x92d901cbb7281a2ac9906879c904697ac481a203,JRNYcrypto,0x1b523dc90a79cf5ee5d095825e586e33780f7188,500000000000000000,2021-05-02T05:36:47
69,0xde0b,0xde0b910f192aa831d23eda3f76b5d9e803a7ae8d,veryboredape,0x17a77d63765963d0cb9dec12fa8f62e68fee8fd4,1950000000000000000,2021-06-06T19:28:16
70,,0x59ed8c0e0cb60a725f8c03e2f53704c6629cb3d6,Flying_b,0x4af74e64d6d5eee275849a6a69cfd821c21f17f4,115000000000000000000,2022-03-23T18:49:01
70,khkh2020,0xfdde50bf38b1443614f71bef1328b761a44b7b4d,,0x59ed8c0e0cb60a725f8c03e2f53704c6629cb3d6,109900000000000000000,2022-03-16T22:21:32
70,StPauliCloneX,0x2dc0cb226a491fac61b55b9700a0dd84557d92db,khkh2020,0xfdde50bf38b1443614f71bef1328b761a44b7b4d,100000000000000000000,2022-02-14T16:15:11
70,gen0x,0x6552be7816f797945120ee965b9903da3f0c4845,StPauliCrypto,0x3ddfb199288f7a439dffedc03ae9bc02fafc63f6,790000000000000000,2021-05-02T20:47:03
71,,0x864875aef79b107221bee89c8ff393bd2b666d96,82E7DF,0x35c25ff925a61399a3b69e8c95c9487a1d82e7df,88000000000000000000,2022-03-21T20:04:10
71,,0xd15d19984ffee7a2c69eaf723b3ecb3d5d829437,lemon8felon,0x1254958bd5073c6b238e516298f0c48f6f60a78e,45000000000000000000,2021-09-18T03:31:55
71,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,,0xd15d19984ffee7a2c69eaf723b3ecb3d5d829437,48000000000000000000,2021-09-03T01:24:54
71,A11912,0x27b14aabbb21ab9500f7121854a0dc9b10c8354e,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,1190000000000000000,2021-05-04T04:10:54
71,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,A11912,0x27b14aabbb21ab9500f7121854a0dc9b10c8354e,500000000000000000,2021-05-02T10:18:41
72,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,0molecule,0xfde4eb36beee2484480712a8a790b3eb3c240d4b,1299900000000000000,2021-06-02T15:38:33
72,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,400000000000000000,2021-05-02T07:48:43
73,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,Alnz,0x7cc696eeb48dc6acee89447168302a90c116bc34,30000000000000000000,2021-06-09T04:22:21
74,DrewandAlex,0x559dccec80c6b9317135b1202dd3737545304771,GTJOE,0x9906cbaae83b82e51366af1706c6be6307e0dc88,29500000000000000000,2021-08-21T02:07:44
74,DrBurry_3,0x33d27f0bb797de3d20e519f4a192b7570c56681b,DrewandAlex,0x559dccec80c6b9317135b1202dd3737545304771,599900000000000000,2021-05-01T22:48:16
74,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,DrBurry_3,0x33d27f0bb797de3d20e519f4a192b7570c56681b,200000000000000000,2021-05-01T22:20:33
75,MiracleMan,0xb32611a21beeacb2fed76350e3b77b79f05d0083,JackkW,0x78cc85c982435774c0768741e16b9b7e5083a221,98000000000000000000,2022-03-16T22:00:33
75,,0xbc2b15e5e105ecb3f2398e541607ab85530274c3,MiracleLedger,0xd7d870220a28d01f2fe914f06f0418c8bbe7b261,99690000000000000000,2022-01-25T16:39:26
75,vpjj,0x6a475000f308d195d2e319e8a31ce95867af5354,,0xbc2b15e5e105ecb3f2398e541607ab85530274c3,48690000000000000000,2021-11-21T06:49:55
75,Ape_Rescue_Foundation,0x5b92b6e38a2746a3bd7f32bb1f230a32e1e6cd06,JPLUSP,0x36cb797351019dedd016f16fb9b361bf3a106e96,38000000000000000000,2021-11-12T20:39:11
75,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,Ape_Rescue_Foundation,0x5b92b6e38a2746a3bd7f32bb1f230a32e1e6cd06,35500000000000000000,2021-10-27T23:13:35
75,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,630000000000000000,2021-05-05T20:44:51
75,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,320000000000000000,2021-05-02T07:39:01
76,E9B48E,0xe9b48ea19b594668940b7da0c7dad44a40121fef,white-house-vault,0xb88194f9bcc5ec80cf80c163ca2b123917468793,50690000000000000000,2021-12-03T22:40:37
76,ABOSCH_1111,0x5ed592557b6a29908b7d50305ca01904a4529cf4,D19440,0xd19440c61a5936368c8213d4846b6ae98d2c346e,29000000000000000000,2021-11-09T17:16:06
76,hegel2002,0x7f9b8c7bd797503af08e48ac52e19b0cd5ae9ac4,,0xfd623167210090f670c290975108f75f0b8915f1,14590000000000000000,2021-08-05T09:34:42
76,HolaVencH,0x9b6fadedcbe50876eab12f5109e4c370cb97089e,hegel2002,0x7f9b8c7bd797503af08e48ac52e19b0cd5ae9ac4,12000000000000000000,2021-08-04T09:19:05
76,Cubsfan333,0x219b339b0a500c9d36d9a8ed4020f98fc12bd2e6,HolaVencH,0x9b6fadedcbe50876eab12f5109e4c370cb97089e,1750000000000000000,2021-06-06T19:44:43
76,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,Cubsfan333,0x219b339b0a500c9d36d9a8ed4020f98fc12bd2e6,1299900000000000000,2021-06-06T15:21:14
76,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,blockchainyu,0x40cbefa58c4b6347a33eeef49358b488b7ca928a,320000000000000000,2021-05-02T07:40:11
77,kgen,0x1212503603aaa0fc26a90f77515d2a51c998866c,kimilee,0x09a4d3be4fb596e26fbcf2e9379460349b111131,250000000000000000,2021-05-02T05:29:17
78,Picasso,0x9e437b064cfc7801808c5e476abfafa5069ab55b,Sp3drick,0x6a9a8e67dbe22af0bb55ea0fa44df8212b175a1d,41690000000000000000,2021-10-02T02:36:57
78,muratsayginer,0x24ce338baf5659bacb1bb92aa3a0ce9dd36f31b0,Picasso,0x9e437b064cfc7801808c5e476abfafa5069ab55b,38000000000000000000,2021-10-01T09:58:55
78,713b8c,0x713b8c9f2713a07a43eda78b454beab9d9e96015,muratsayginer,0x24ce338baf5659bacb1bb92aa3a0ce9dd36f31b0,8688000000000000000,2021-07-17T17:30:30
78,NGBMetaShpend,0xd23b06012790e2d8e01a7607127588b609c27f0c,713b8c,0x713b8c9f2713a07a43eda78b454beab9d9e96015,4206900000000000000,2021-07-12T17:43:00
